"PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","C3","RP","EM","RI","OI","FU","FP","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","DL","D2","EA","PG","WC","WE","SC","GA","PM","OA","HC","HP","DA","UT"
"J","CONSTANTINESCU, R; MICUSEMENIUC, R",NA,NA,NA,"CONSTANTINESCU, R; MICUSEMENIUC, R",NA,NA,"4-COORDINATE AND 6-COORDINATE BENZIDINE COMPLEXES OF MAGANESE(II), COBALT(II) AND NICKEL(II) HALIDES","SYNTHESIS AND REACTIVITY IN INORGANIC AND METAL-ORGANIC CHEMISTRY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"7","5",NA,NA,NA,NA,"399","412",NA,"10.1080/00945717708069717","http://dx.doi.org/10.1080/00945717708069717",NA,NA,NA,"Chemistry, Inorganic & Nuclear",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","UNGURENASU, C; PALIE, M",NA,NA,NA,"UNGURENASU, C; PALIE, M",NA,NA,"LAMELLAR COMPOUNDS OF GRAPHITE WITH GRIGNARD-REAGENTS","SYNTHESIS AND REACTIVITY IN INORGANIC AND METAL-ORGANIC CHEMISTRY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"7","6",NA,NA,NA,NA,"581","589",NA,"10.1080/00945717708069738","http://dx.doi.org/10.1080/00945717708069738",NA,NA,NA,"Chemistry, Inorganic & Nuclear",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BAIULESCU, GE; CIOCAN, N",NA,NA,NA,"BAIULESCU, GE; CIOCAN, N",NA,NA,"CONSTRUCTION AND ANALYTICAL APPLICATIONS OF AN EXTRACTIVE ELECTRODE SENSITIVE TO MERCURY(I)","TALANTA",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"24","1",NA,NA,NA,NA,"37","42",NA,"10.1016/0039-9140(77)80182-3","http://dx.doi.org/10.1016/0039-9140(77)80182-3",NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BUNUS, FT",NA,NA,NA,"BUNUS, FT",NA,NA,"DETERMINATION OF LOW-LEVELS OF URANIUM IN SOLUTIONS OBTAINED BY ACID ATTACK ON PHOSPHATE ROCK","TALANTA",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"24","2",NA,NA,NA,NA,"117","120",NA,"10.1016/0039-9140(77)80159-8","http://dx.doi.org/10.1016/0039-9140(77)80159-8",NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","STAN, M; DORNEANU, V; GHIMICESCU, G",NA,NA,NA,"STAN, M; DORNEANU, V; GHIMICESCU, G",NA,NA,"PHOSPHOMOLYBDIC ACID AS A REAGENT FOR SPECTROPHOTOMETRIC DETERMINATION OF CERTAIN PHENOTHIAZINE DERIVATIVES OF PHARMACEUTICAL PRODUCTS","TALANTA",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"24","2",NA,NA,NA,NA,"140","142",NA,"10.1016/0039-9140(77)80169-0","http://dx.doi.org/10.1016/0039-9140(77)80169-0",NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","LITEANU, C; PANOVICI, II",NA,NA,NA,"LITEANU, C; PANOVICI, II",NA,NA,"STATISTICAL APPROACH BY SERIAL-CORRELATION TO ASSESSMENT OF STABILITY OF ANALYTICAL SYSTEMS","TALANTA",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"24","3",NA,NA,NA,NA,"196","199",NA,"10.1016/0039-9140(77)80093-3","http://dx.doi.org/10.1016/0039-9140(77)80093-3",NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","DIMA, F; GHIMICESCU, G",NA,NA,NA,"DIMA, F; GHIMICESCU, G",NA,NA,"METAVANADATE AS A REAGENT FOR COLORIMETRIC DETERMINATION OF ACIDS","TALANTA",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"24","5",NA,NA,NA,NA,"333","334",NA,"10.1016/0039-9140(77)80016-7","http://dx.doi.org/10.1016/0039-9140(77)80016-7",NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","COSOFRET, VV; ZUGRAVESCU, PG; BAIULESCU, GE",NA,NA,NA,"COSOFRET, VV; ZUGRAVESCU, PG; BAIULESCU, GE",NA,NA,"CONSTRUCTION OF A NEW HG-2+-SELECTIVE LIQUID-STATE ELECTRODE","TALANTA",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"24","7",NA,NA,NA,NA,"461","463",NA,"10.1016/0039-9140(77)80130-6","http://dx.doi.org/10.1016/0039-9140(77)80130-6",NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","LITEANU, C; HOPIRTEAN, E; SILBERG, I",NA,NA,NA,"LITEANU, C; HOPIRTEAN, E; SILBERG, I",NA,NA,"REDOX-SENSITIVE MEMBRANE-ELECTRODE BASED ON ORGANIC FREE-RADICAL OCTACHLOROPHENOTHIAZINYL","TALANTA",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"24","9",NA,NA,NA,NA,"589","590",NA,"10.1016/0039-9140(77)80057-X","http://dx.doi.org/10.1016/0039-9140(77)80057-X",NA,NA,NA,"Chemistry, Analytical",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","CRUCE, M",NA,NA,NA,"CRUCE, M",NA,NA,"POPULATION-STRUCTURE AND DYNAMICS OF LACERTA-T-TAURICA","TERRE ET LA VIE-REVUE D ECOLOGIE APPLIQUEE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"31","4",NA,NA,NA,NA,"621","636",NA,NA,NA,NA,NA,NA,"Ecology",NA,"Environmental Sciences & Ecology",NA,NA,NA,NA,NA,NA,NA
"J","ALMASI, L; POPESCU, R; GRECU, R",NA,NA,NA,"ALMASI, L; POPESCU, R; GRECU, R",NA,NA,"HETEROORGANIC COMPOUNDS .47. ARYLSULFONAMIDES OF ETHANEETHOXYTHIOPHOSPHONIC ACID","TETRAHEDRON",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"33","11",NA,NA,NA,NA,"1327","1332",NA,"10.1016/0040-4020(77)84080-5","http://dx.doi.org/10.1016/0040-4020(77)84080-5",NA,NA,NA,"Chemistry, Organic",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BALABAN, AT; CAPROIU, MT; NEGOITA, N; BAICAN, R",NA,NA,NA,"BALABAN, AT; CAPROIU, MT; NEGOITA, N; BAICAN, R",NA,NA,"FACTORS AFFECTING STABILITY AND EQUILIBRIA OF FREE-RADICALS .9. NON-EQUIVALENCE OF ARYL GROUPS IN 1,1-DIARYL-2-BENZENESULPHONYL-HYDRAZYLS AND RELATED COMPOUNDS","TETRAHEDRON",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"33","17",NA,NA,NA,NA,"2249","2253",NA,"10.1016/0040-4020(77)80011-2","http://dx.doi.org/10.1016/0040-4020(77)80011-2",NA,NA,NA,"Chemistry, Organic",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BALABAN, AT; BALLY, I; MINKIN, VI; USACHEV, AI",NA,NA,NA,"BALABAN, AT; BALLY, I; MINKIN, VI; USACHEV, AI",NA,NA,"DIPOLE-MOMENTS OF BORON CHELATES WITH TROPOLONE AND 1,3-DIKETONE DERIVATIVES","TETRAHEDRON",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"33","24",NA,NA,NA,NA,"3265","3267",NA,NA,NA,NA,NA,NA,"Chemistry, Organic",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BALBAN, AT; BALLY, I; MINKIN, VI; USACHEV, AI",NA,NA,NA,"BALBAN, AT; BALLY, I; MINKIN, VI; USACHEV, AI",NA,NA,"DIPOLE-MOMENTS OF BORON CHELATES WITH TROPOLONE AND 1,3-DIKETONE DERIVATIVES","TETRAHEDRON",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"33","24",NA,NA,NA,NA,"3265","3267",NA,NA,NA,NA,NA,NA,"Chemistry, Organic",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","GHEORGHIU, MD; DRAGHICI, C; PARVULESCU, L",NA,NA,NA,"GHEORGHIU, MD; DRAGHICI, C; PARVULESCU, L",NA,NA,"STEREOCHEMISTRY OF CYCLOBUTANONE RESULTED FROM CYCLOADDITIONS OF TERT-BUTYLCYANOKETENE TO BICYCLO[2.2.1]HEPTENE DERIVATIVES, AS EVIDENCE FOR API2S+PI2A REACTION MODE","TETRAHEDRON",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"33","24",NA,NA,NA,NA,"3295","3299",NA,NA,NA,NA,NA,NA,"Chemistry, Organic",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","GHEORGHIU, MD; DRAGHICI, C; PARVULESCU, L",NA,NA,NA,"GHEORGHIU, MD; DRAGHICI, C; PARVULESCU, L",NA,NA,"STEREOCHEMISTRY OF CYCLOBUTANONE RESULTED FROM CYCLOADDITIONS OF TERT-BUTYLCYANOKETENE TO BICYCLO[2.2.1]HEPTENE DERIVATIVES, AS EVIDENCE FOR A PI2S+PI2A REACTION MODE","TETRAHEDRON",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"33","24",NA,NA,NA,NA,"3295","3299",NA,NA,NA,NA,NA,NA,"Chemistry, Organic",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","CAPROIU, MT; NEGOITA, N; BALABAN, AT",NA,NA,NA,"CAPROIU, MT; NEGOITA, N; BALABAN, AT",NA,NA,"ARYL-NITROSO-AMINYLOXIDE, ARYL-TOSYL-AMINYLOXIDE, AND DIARYL-AMINYLOXIDE, WHERE ARYL IS 3,5-DI-T-BUTYLPHENYL","TETRAHEDRON LETTERS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,"21",NA,NA,NA,NA,"1825","1826",NA,NA,NA,NA,NA,NA,"Chemistry, Organic",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","VATA, A; DIMITRIU, S; TURCU, T",NA,NA,NA,"VATA, A; DIMITRIU, S; TURCU, T",NA,NA,"RESULTS OF POTESEPTYL TREATMENT IN ENTERIC, OTIC AND URINARY-TRACT INFECTIONS","THERAPIA HUNGARICA",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"25","2",NA,NA,NA,NA,"79","+",NA,NA,NA,NA,NA,NA,"Medicine, General & Internal",NA,"General & Internal Medicine",NA,NA,NA,NA,NA,NA,NA
"J","MARCU, V; SEGAL, E",NA,NA,NA,"MARCU, V; SEGAL, E",NA,NA,"NONLINEAR LEAST-SQUARES METHOD IN NONISOTHERMAL KINETICS","THERMOCHIMICA ACTA",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"20","2",NA,NA,NA,NA,"211","217",NA,"10.1016/0040-6031(77)85076-4","http://dx.doi.org/10.1016/0040-6031(77)85076-4",NA,NA,NA,"Thermodynamics; Chemistry, Analytical; Chemistry, Physical",NA,"Thermodynamics; Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","BURSUC, ID; DIACONU, E",NA,NA,NA,"BURSUC, ID; DIACONU, E",NA,NA,"COERCIVITY OF CO-FE-P THIN FERROMAGNETIC-FILMS","THIN SOLID FILMS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"46","1",NA,NA,NA,NA,"1","6",NA,"10.1016/0040-6090(77)90336-4","http://dx.doi.org/10.1016/0040-6090(77)90336-4",NA,NA,NA,"Materials Science, Multidisciplinary; Materials Science, Coatings & Films; Physics, Applied; Physics, Condensed Matter",NA,"Materials Science; Physics",NA,NA,NA,NA,NA,NA,NA
"J","ACZEL, OFG; RUSENESCU, S",NA,NA,NA,"ACZEL, OFG; RUSENESCU, S",NA,NA,"INTERNAL-FRICTION AND DELTA-G EFFECT OF ELECTROLYTIC NICKEL LAYERS OBTAINED FROM VARIOUS BATHS AND AFTER ANNEALING UP TO 350-DEGREES-C","THIN SOLID FILMS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"46","3",NA,NA,NA,NA,"275","281",NA,"10.1016/0040-6090(77)90183-3","http://dx.doi.org/10.1016/0040-6090(77)90183-3",NA,NA,NA,"Materials Science, Multidisciplinary; Materials Science, Coatings & Films; Physics, Applied; Physics, Condensed Matter",NA,"Materials Science; Physics",NA,NA,NA,NA,NA,NA,NA
"J","BARBEE, TW; HOLMES, WH; KEITH, DL; PYZYNA, MK; ILONCA, G",NA,NA,NA,"BARBEE, TW; HOLMES, WH; KEITH, DL; PYZYNA, MK; ILONCA, G",NA,NA,"SYNTHESIS OF AMORPHOUS NIOBIUM-NICKEL ALLOYS BY VAPOR QUENCHING","THIN SOLID FILMS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"45","3",NA,NA,NA,NA,"591","599",NA,"10.1016/0040-6090(77)90251-6","http://dx.doi.org/10.1016/0040-6090(77)90251-6",NA,NA,NA,"Materials Science, Multidisciplinary; Materials Science, Coatings & Films; Physics, Applied; Physics, Condensed Matter",NA,"Materials Science; Physics",NA,NA,NA,NA,NA,NA,NA
"J","DEVENYI, A; MANAILA, R; RUSU, C",NA,NA,NA,"DEVENYI, A; MANAILA, R; RUSU, C",NA,NA,"THERMOELECTRIC-POWER AND ANNEALING EFFECTS IN NB/AL2O3 CERMET-TYPE FILMS","THIN SOLID FILMS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"41","2",NA,NA,NA,NA,"143","150",NA,"10.1016/0040-6090(77)90397-2","http://dx.doi.org/10.1016/0040-6090(77)90397-2",NA,NA,NA,"Materials Science, Multidisciplinary; Materials Science, Coatings & Films; Physics, Applied; Physics, Condensed Matter",NA,"Materials Science; Physics",NA,NA,NA,NA,NA,NA,NA
"J","CAPATINA; IVASCU, I; STANA, I; BIANU, M",NA,NA,NA,"CAPATINA; IVASCU, I; STANA, I; BIANU, M",NA,NA,"ANESTHESIA FOR MINK - CHLORALOSE","TIERARZTLICHE UMSCHAU",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"32","2",NA,NA,NA,NA,"79","79",NA,NA,NA,NA,NA,NA,"Veterinary Sciences",NA,"Veterinary Sciences",NA,NA,NA,NA,NA,NA,NA
"J","BURGHELEA, D",NA,NA,NA,"BURGHELEA, D",NA,NA,"STRUCTURE OF BLOCK-AUTOMORPHISMS OF MXS","TOPOLOGY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"16","1",NA,NA,NA,NA,"65","78",NA,"10.1016/S0040-9383(77)90001-5","http://dx.doi.org/10.1016/S0040-9383(77)90001-5",NA,NA,NA,"Mathematics",NA,"Mathematics",NA,NA,NA,NA,NA,NA,NA
"J","KRAU, E",NA,NA,NA,"KRAU, E",NA,NA,"CAREER POINT OF VIEW IN PREDICTION OF VOCATIONAL ADJUSTMENT","TRAVAIL HUMAIN",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"40","1",NA,NA,NA,NA,"107","121",NA,NA,NA,NA,NA,NA,"Engineering, Industrial; Ergonomics; Psychology, Applied; Psychology",NA,"Engineering; Psychology",NA,NA,NA,NA,NA,NA,NA
"J","PITARIU, H",NA,NA,NA,"PITARIU, H",NA,NA,"PSYCHOLOGICAL SELECTION OF PERSONNEL IN DATA-PROCESSING FIELD","TRAVAIL HUMAIN",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"40","1",NA,NA,NA,NA,"131","140",NA,NA,NA,NA,NA,NA,"Engineering, Industrial; Ergonomics; Psychology, Applied; Psychology",NA,"Engineering; Psychology",NA,NA,NA,NA,NA,NA,NA
"J","ANASTASATU, C; BERCEA, O; CORLAN, E",NA,NA,NA,"ANASTASATU, C; BERCEA, O; CORLAN, E",NA,NA,"TRIAL OF 2 INTERMITTENT SHORT-COURSE REGIMENS (78 DOSES) IN INITIAL TREATMENT OF PULMONARY TUBERCULOSIS","TUBERCLE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"58","1",NA,NA,NA,NA,"1","8",NA,NA,NA,NA,NA,NA,"Respiratory System",NA,"Respiratory System",NA,NA,NA,NA,NA,NA,NA
"J","LAUTERMAN, A; LAZARESCU, S",NA,NA,NA,"LAUTERMAN, A; LAZARESCU, S",NA,NA,"SCHOOL LIBRARY ACQUISITIONS - MODEL FOR CALCULATING COSTS","UNESCO BULLETIN FOR LIBRARIES",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"31","6",NA,NA,NA,NA,"352","&",NA,NA,NA,NA,NA,NA,"Computer Science, Information Systems; Information Science & Library Science",NA,"Computer Science; Information Science & Library Science",NA,NA,NA,NA,NA,NA,NA
"J","BABES, VT; STEINER, N; LENKEI, R; BUZERNESCU, G",NA,NA,NA,"BABES, VT; STEINER, N; LENKEI, R; BUZERNESCU, G",NA,NA,"ABO BLOOD-GROUPS AND HBSAG SUBTYPES AND TITERS IN HEALTHY CARRIERS","VOX SANGUINIS",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"33","4",NA,NA,NA,NA,"252","256",NA,"10.1111/j.1423-0410.1977.tb04470.x","http://dx.doi.org/10.1111/j.1423-0410.1977.tb04470.x",NA,NA,NA,"Hematology",NA,"Hematology",NA,NA,NA,NA,NA,NA,NA
"J","POPINCEANU, NG; GAFITANU, MD; CRETU, SS; DIACONESCU, EN; HOSTIUC, LT",NA,NA,NA,"POPINCEANU, NG; GAFITANU, MD; CRETU, SS; DIACONESCU, EN; HOSTIUC, LT",NA,NA,"ROLLING BEARING FATIGUE LIFE AND EHL THEORY","WEAR",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"45","1",NA,NA,NA,NA,"17","32",NA,"10.1016/0043-1648(77)90099-0","http://dx.doi.org/10.1016/0043-1648(77)90099-0",NA,NA,NA,"Engineering, Mechanical; Materials Science, Multidisciplinary",NA,"Engineering; Materials Science",NA,NA,NA,NA,NA,NA,NA
"J","BARBARINO, F; SUCIU, A; COTUTIU, C; BAN, A",NA,NA,NA,"BARBARINO, F; SUCIU, A; COTUTIU, C; BAN, A",NA,NA,"ACTION OF SILYMARIN ON GALACTOSAMINE-INDUCED HEPATITIS IN RAT","WIENER KLINISCHE WOCHENSCHRIFT",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"89","3",NA,NA,NA,NA,"90","95",NA,NA,NA,NA,NA,NA,"Medicine, General & Internal",NA,"General & Internal Medicine",NA,NA,NA,NA,NA,NA,NA
"J","BADICA, T; CIORTEA, C; DIMA, S; PETROVICI, A; POPESCU, I; NEACSU, V",NA,NA,NA,"BADICA, T; CIORTEA, C; DIMA, S; PETROVICI, A; POPESCU, I; NEACSU, V",NA,NA,"X-RAY PRODUCTION BY 5.2-27 MEV ALPHA-PARTICLES","X-RAY SPECTROMETRY",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"6","2",NA,NA,NA,NA,"90","93",NA,"10.1002/xrs.1300060210","http://dx.doi.org/10.1002/xrs.1300060210",NA,NA,NA,"Spectroscopy",NA,"Spectroscopy",NA,NA,NA,NA,NA,NA,NA
"J","HOMENTCOVSCHI, D",NA,NA,NA,"HOMENTCOVSCHI, D",NA,NA,"DEDUCTION OF PRANDTLS EQUATION","ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND MECHANIK",NA,NA,NA,"Note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"57","2",NA,NA,NA,NA,"115","116",NA,"10.1002/zamm.19770570210","http://dx.doi.org/10.1002/zamm.19770570210",NA,NA,NA,"Mathematics, Applied; Mechanics",NA,"Mathematics; Mechanics",NA,NA,NA,NA,NA,NA,NA
"J","HOMENTCOVSCHI, D",NA,NA,NA,"HOMENTCOVSCHI, D",NA,NA,"NONEQUILIBRIUM-FLOW OF AN INVISCID GAS PAST A THIN PROFILE","ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND MECHANIK",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"57","8",NA,NA,NA,NA,"461","469",NA,"10.1002/zamm.19770570806","http://dx.doi.org/10.1002/zamm.19770570806",NA,NA,NA,"Mathematics, Applied; Mechanics",NA,"Mathematics; Mechanics",NA,NA,NA,NA,NA,NA,NA
"J","VILCEANU, R; SCHULZ, P",NA,NA,NA,"VILCEANU, R; SCHULZ, P",NA,NA,"HYDROGEN-BONDED DIMERIZATION OF SEVERAL P-OXO-N-HYDRO-CYCLOPHOSPHAZENES","ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE",NA,NA,NA,"Article",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"436","DEC",NA,NA,NA,NA,"283","288",NA,"10.1002/zaac.19774360137","http://dx.doi.org/10.1002/zaac.19774360137",NA,NA,NA,"Chemistry, Inorganic & Nuclear",NA,"Chemistry",NA,NA,NA,NA,NA,NA,NA
"J","GYERGYAY, FP; MALATINSZKY, ES; GYERGYAY, FP",NA,NA,NA,"GYERGYAY, FP; MALATINSZKY, ES; GYERGYAY, FP",NA,NA,"FREQUENCY OF HEPATOMAS IN AUTOPSY CASES","ZEITSCHRIFT FUR GASTROENTEROLOGIE",NA,NA,NA,"Meeting Abstract",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,"15","5",NA,NA,NA,NA,"349","349",NA,NA,NA,NA,NA,NA,"Gastroenterology & Hepatology",NA,"Gastroenterology & Hepatology",NA,NA,NA,NA,NA,NA,NA
